age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__pair_id,__orig_row
35.0, Self-emp-inc,368825.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,9,966
59.0, Self-emp-not-inc,357943.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,147,9274
24.0, Private,321435.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,587,10315
28.0, Private,218039.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,851,15894
61.0, Private,238913.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,256,6569
64.0, ?,208862.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,355,31178
44.0, Private,216907.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1848.0,40.0, United-States, >50K,317,1571
66.0, Self-emp-inc,76212.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,138,30194
27.0, Private,40295.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,99.0, United-States, <=50K,501,19053
41.0, Local-gov,523910.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,764,192
34.0, Private,286675.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,939,29882
24.0, Private,279472.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298.0,0.0,48.0, United-States, >50K,485,279
28.0, Private,153546.0, 11th,7.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,531,30406
34.0, Self-emp-not-inc,246439.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,643,19970
53.0, Local-gov,181755.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States, >50K,260,3677
23.0, Private,157127.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K,568,14621
29.0, Private,29732.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,24.0, United-States, <=50K,684,9901
18.0, Private,311795.0, 12th,8.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,20.0, United-States, <=50K,777,18877
56.0, Self-emp-inc,109856.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States, >50K,116,25465
36.0, Self-emp-not-inc,109133.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,264,32455
30.0, Private,154950.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,60.0, United-States, >50K,358,8479
30.0, Private,243190.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,20.0, India, >50K,472,10736
23.0, ?,296613.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,32.0, United-States, <=50K,751,20314
24.0, Private,140001.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,940,23785
56.0, Private,290641.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,74,6934
31.0, Self-emp-inc,149726.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,978,22901
32.0, Private,195602.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,45.0, United-States, >50K,228,19363
47.0, Private,264052.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,379,562
58.0, Self-emp-not-inc,165695.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,70.0, United-States, <=50K,695,11227
31.0, Private,345122.0, Prof-school,15.0, Divorced, Prof-specialty, Not-in-family, White, Male,14084.0,0.0,50.0, United-States, >50K,230,6727
30.0, Local-gov,47085.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,496,18174
65.0, Private,344152.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,5556.0,0.0,50.0, United-States, >50K,53,26038
56.0, Private,212864.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,13,12605
62.0, Private,57970.0, 7th-8th,4.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,665,10073
37.0, Local-gov,180342.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,38,32265
30.0, Private,218551.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,8,22737
76.0, Private,124191.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,144,100
40.0, Federal-gov,118686.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K,772,15021
20.0, ?,210781.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,10.0, United-States, <=50K,560,15064
52.0, Self-emp-inc,81436.0, Prof-school,15.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,487,20162
27.0, Local-gov,113545.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,611,2013
21.0, Private,177526.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,898,24829
29.0, Self-emp-not-inc,104423.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,4386.0,0.0,45.0, United-States, >50K,396,20996
28.0, Private,312372.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024.0,0.0,40.0, United-States, >50K,239,24123
40.0, Private,96129.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,259,357
34.0, Private,106761.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,474,30239
42.0, Local-gov,70655.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K,698,11739
41.0, Private,174201.0, HS-grad,9.0, Divorced, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,769,14660
22.0, Private,29444.0, 12th,8.0, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, United-States, <=50K,909,26425
23.0, Private,184400.0, 10th,6.0, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0.0,0.0,30.0, ?, <=50K,688,26762
22.0, Private,133833.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K,976,16538
58.0, Private,248739.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,53.0, United-States, >50K,72,23244
49.0, Local-gov,159726.0, 11th,7.0, Divorced, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K,747,26148
45.0, Self-emp-not-inc,188694.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,885,8852
40.0, Self-emp-inc,137367.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,50.0, China, <=50K,745,14927
40.0, Self-emp-not-inc,33658.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,575,11273
