age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__pair_id,__orig_row
43.0, Private,125461.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,55.0, United-States, >50K,9,26716
40.0, Private,188291.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,147,26470
28.0, Private,65171.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,587,16850
47.0, Private,238185.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,851,21463
48.0, Private,165484.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States, >50K,256,29303
39.0, Private,746786.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States, >50K,355,3964
49.0, Self-emp-inc,246739.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,317,25061
34.0, Private,27380.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,138,3216
34.0, Local-gov,35683.0, Assoc-acdm,12.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,10.0, United-States, <=50K,501,30480
18.0, Private,164441.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,38.0, United-States, <=50K,764,25228
32.0, ?,30499.0, Bachelors,13.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,32.0, United-States, <=50K,939,18217
47.0, Local-gov,154940.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States, >50K,485,4208
23.0, Private,135138.0, Bachelors,13.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K,531,13139
23.0, Private,278391.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,643,10300
35.0, Private,241306.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,260,26317
22.0, Private,171176.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,48.0, ?, <=50K,568,29033
26.0, Private,120268.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K,684,26968
64.0, Self-emp-not-inc,47462.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K,777,26174
44.0, Self-emp-not-inc,264740.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,116,9764
36.0, Private,165799.0, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,264,3540
39.0, Private,255503.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K,358,16190
39.0, Private,375452.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024.0,0.0,48.0, United-States, >50K,472,23382
20.0, Private,54012.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K,751,17223
52.0, Private,204226.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K,940,30124
58.0, Private,214502.0, 9th,5.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,74,13038
47.0, State-gov,80282.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,978,14478
