age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__pair_id,__orig_row
44.0, Private,286750.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,1902.0,40.0, United-States, >50K,9,11717
41.0, State-gov,47902.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,147,24170
20.0, Private,49179.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K,587,6402
67.0, Local-gov,181220.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,20.0, United-States, <=50K,851,23772
46.0, Self-emp-inc,120121.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,256,4797
46.0, Private,283037.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,355,3337
45.0, Private,151267.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, >50K,317,31564
47.0, Federal-gov,117628.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,138,9150
25.0, Private,90752.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K,501,31921
47.0, Private,116279.0, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,43.0, United-States, <=50K,764,7653
38.0, State-gov,314052.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States, <=50K,939,28430
34.0, Private,27380.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,485,3216
47.0, Private,197836.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,531,4517
28.0, Private,136077.0, 10th,6.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,643,7769
42.0, Private,227065.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,32.0, United-States, >50K,260,26873
23.0, Private,240398.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Black, Male,0.0,0.0,15.0, United-States, <=50K,568,8616
31.0, Private,153078.0, Assoc-acdm,12.0, Never-married, Craft-repair, Own-child, Other, Male,0.0,0.0,50.0, United-States, <=50K,684,4962
26.0, Private,108658.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,777,3261
59.0, Self-emp-not-inc,188003.0, Bachelors,13.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States, >50K,116,21504
39.0, State-gov,122011.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178.0,0.0,38.0, United-States, >50K,264,22398
34.0, Private,73161.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,358,26261
47.0, Private,158451.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,2.0, United-States, >50K,472,29867
72.0, ?,188009.0, 7th-8th,4.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K,751,26958
22.0, ?,335453.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,16.0, United-States, <=50K,940,8757
48.0, Private,121124.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,74,2759
41.0, Private,185267.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,978,16737
53.0, Federal-gov,276868.0, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,228,5497
26.0, Private,154571.0, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,45.0, United-States, >50K,379,31918
39.0, Private,126494.0, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,695,25073
40.0, Private,285787.0, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,230,20599
29.0, Private,34796.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,496,25182
56.0, Self-emp-inc,70720.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,27828.0,0.0,60.0, United-States, >50K,53,6621
59.0, Private,322691.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,13,30266
23.0, Private,182342.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K,665,4183
65.0, Self-emp-not-inc,223580.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6514.0,0.0,40.0, United-States, >50K,38,6911
52.0, Self-emp-not-inc,138611.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,7688.0,0.0,55.0, United-States, >50K,8,29356
44.0, Private,115323.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,144,7555
31.0, ?,259120.0, Some-college,10.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,10.0, United-States, <=50K,772,31723
41.0, Private,104196.0, Some-college,10.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K,560,16072
49.0, Self-emp-inc,213354.0, Masters,14.0, Separated, Exec-managerial, Not-in-family, White, Male,0.0,0.0,70.0, United-States, >50K,487,10003
