age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__pair_id,__orig_row
38.0, Private,258888.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States, >50K,9,6192
36.0, Private,202662.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,147,16177
44.0, Self-emp-not-inc,35166.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,90.0, United-States, <=50K,587,8038
44.0, Private,223308.0, Masters,14.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,48.0, United-States, <=50K,851,9556
35.0, Self-emp-not-inc,202027.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,55.0, United-States, >50K,256,12452
47.0, Private,150768.0, Bachelors,13.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,1564.0,51.0, United-States, >50K,355,18852
37.0, Federal-gov,188069.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Philippines, >50K,317,29525
47.0, Private,155659.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,55.0, United-States, >50K,138,19025
32.0, Self-emp-not-inc,84119.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,501,25648
50.0, Private,174102.0, HS-grad,9.0, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K,764,19513
63.0, Self-emp-not-inc,179400.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,2290.0,0.0,20.0, United-States, <=50K,939,16556
63.0, Local-gov,150079.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States, >50K,485,24427
