age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__pair_id,__orig_row
31.0, Private,433788.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,9,8227
31.0, Private,170983.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K,147,3265
50.0, Private,30447.0, Assoc-voc,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K,587,1445
54.0, Private,128378.0, Some-college,10.0, Widowed, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K,851,28663
36.0, Private,238415.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,256,6137
47.0, Private,284916.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,45.0, United-States, >50K,355,7117
36.0, Private,211022.0, Assoc-voc,11.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K,317,15004
50.0, Private,176227.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, ?, >50K,138,29357
26.0, Private,335998.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,38.0, United-States, <=50K,501,19276
43.0, Private,104196.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,764,16869
30.0, Private,254905.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,939,15606
30.0, Private,231826.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,485,21733
43.0, Private,94113.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K,531,812
22.0, Local-gov,34029.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K,643,1070
28.0, Private,147560.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,55.0, United-States, >50K,260,16721
66.0, ?,314347.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K,568,26163
38.0, Private,195025.0, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,32.0, United-States, <=50K,684,26536
66.0, Local-gov,179285.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,3432.0,0.0,20.0, United-States, <=50K,777,29574
39.0, Private,172538.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,116,4872
27.0, Private,305647.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,264,27769
43.0, State-gov,506329.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024.0,0.0,40.0, ?, >50K,358,18906
38.0, Private,200818.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,472,1219
29.0, Private,192924.0, Assoc-voc,11.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K,751,22638
27.0, Self-emp-not-inc,141795.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K,940,12191
31.0, Private,202729.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,74,24256
46.0, State-gov,265554.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K,978,12240
35.0, Private,183800.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,228,19813
62.0, Private,244087.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,50.0, United-States, >50K,379,29934
50.0, Private,198362.0, Assoc-voc,11.0, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,695,26563
34.0, Self-emp-not-inc,204375.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,60.0, United-States, >50K,230,8979
29.0, Local-gov,251854.0, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K,496,2448
45.0, Private,368561.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States, >50K,53,1027
47.0, Private,254367.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K,13,9029
50.0, Private,136836.0, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K,665,10088
