age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,__pair_id,__orig_row
30.0, Private,271710.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,50.0, United-States, >50K,9,18219
43.0, Private,52498.0, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, >50K,147,19470
24.0, Private,47791.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,32.0, United-States, <=50K,587,10216
24.0, Private,187551.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,20.0, United-States, <=50K,851,23617
42.0, Local-gov,121012.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,256,31355
49.0, Self-emp-inc,102771.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,52.0, United-States, >50K,355,2968
90.0, Private,51744.0, Masters,14.0, Never-married, Exec-managerial, Not-in-family, Black, Male,0.0,0.0,50.0, United-States, >50K,317,5406
47.0, Private,229737.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K,138,3517
39.0, Private,139906.0, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,81.0, United-States, <=50K,501,14767
21.0, Private,235442.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,764,10115
27.0, Private,341504.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K,939,25931
50.0, Private,192982.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1848.0,40.0, United-States, >50K,485,7983
69.0, Private,203313.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,991.0,0.0,18.0, United-States, <=50K,531,24924
32.0, Private,191777.0, Assoc-voc,11.0, Never-married, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,35.0, England, <=50K,643,9047
53.0, Local-gov,131258.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States, >50K,260,25718
21.0, Private,119704.0, Some-college,10.0, Never-married, Sales, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K,568,27011
56.0, Self-emp-not-inc,144380.0, Some-college,10.0, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,50.0, United-States, <=50K,684,20253
54.0, Local-gov,196307.0, 10th,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K,777,25454
51.0, Private,133336.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,116,12804
55.0, Private,193130.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K,264,31095
